"search-number","evaluation","evals-requested-so-far","cutoff12*","cutoff23*","cutoff34*","tauN*","tauU*","randomLinks*","closeLinks*","sortingprice*","pReverseSorting*","sigma*","randomseed?*","rs*","steps*","recalculateNit?*","homophily?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","309","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1216413856""","0.421858","0.421858","0.421858","0","0.421858"
"1","310","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""1021071604""","0.371585","0.371585","0.371585","0","0.371585"
"1","311","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""591772886""","0.370492","0.370492","0.370492","0","0.370492"
"1","312","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""-2043587826""","0.36612","0.36612","0.36612","0","0.36612"
"1","313","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""1557658613""","0.382514","0.382514","0.382514","0","0.382514"
"1","314","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""683598328""","0.415847","0.415847","0.415847","0","0.415847"
"1","315","350","0.165","0.645","0.545","0.05","0.9","0.1","3","1.05","0.1","0","false","100","105","true","false","""685427693""","0.367213","0.367213","0.367213","0","0.367213"
"1","316","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""1411739688""","1.19235","1.19235","1.19235","0","1.19235"
"1","317","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""-369411295""","1.046995","1.046995","1.046995","0","1.046995"
"1","318","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""1533502273""","1.062842","1.062842","1.062842","0","1.062842"
"1","319","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""1986252323""","1.103279","1.103279","1.103279","0","1.103279"
"1","320","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""323869000""","1.108743","1.108743","1.108743","0","1.108743"
"1","321","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""-332516330""","1.051366","1.051366","1.051366","0","1.051366"
"1","322","350","0.07500000000000001","0.555","0.645","0.6000000000000001","0.4","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1786043817""","1.155191","1.155191","1.155191","0","1.155191"
"1","323","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""2008475308""","0.967213","0.967213","0.967213","0","0.967213"
"1","324","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""-614617613""","0.813661","0.813661","0.813661","0","0.813661"
"1","325","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1097369696""","0.922951","0.922951","0.922951","0","0.922951"
"1","326","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""-723773425""","0.922951","0.922951","0.922951","0","0.922951"
"1","327","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""-752581118""","0.919672","0.919672","0.919672","0","0.919672"
"1","328","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""-619558666""","0.806011","0.806011","0.806011","0","0.806011"
"1","329","350","0.085","0.465","0.635","0.4","0.75","0.1","3","1.05","0.1","0","false","100","105","true","false","""1712260807""","0.893443","0.893443","0.893443","0","0.893443"
"1","330","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-210897702""","0.812022","0.812022","0.812022","0","0.812022"
"1","331","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1880805825""","0.795082","0.795082","0.795082","0","0.795082"
"1","332","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""1929375561""","0.797814","0.797814","0.797814","0","0.797814"
"1","333","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""310605724""","0.797268","0.797268","0.797268","0","0.797268"
"1","334","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1558939750""","0.803279","0.803279","0.803279","0","0.803279"
"1","335","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""-718339842""","0.797814","0.797814","0.797814","0","0.797814"
"1","336","350","0.165","0.235","0.925","0.1","0.30000000000000004","0.1","3","1.05","0.1","0","false","100","105","true","false","""179158438""","0.787978","0.787978","0.787978","0","0.787978"
"1","337","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""1906723322""","0.701639","0.701639","0.701639","0","0.701639"
"1","338","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""-1508098841""","0.698361","0.698361","0.698361","0","0.698361"
"1","339","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""-55637376""","0.7","0.7","0.7","0","0.7"
"1","340","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""654999204""","0.68306","0.68306","0.68306","0","0.68306"
"1","341","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""857774868""","0.704918","0.704918","0.704918","0","0.704918"
"1","342","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""-811845165""","0.736066","0.736066","0.736066","0","0.736066"
"1","343","350","0.045","0.175","0.9550000000000001","0.65","0.45","0.1","3","1.05","0.1","0","false","100","105","true","false","""768052002""","0.703279","0.703279","0.703279","0","0.703279"
"1","344","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-497761774""","0.543169","0.543169","0.543169","0","0.543169"
"1","345","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-348992100""","0.573224","0.573224","0.573224","0","0.573224"
"1","346","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-767651552""","0.563388","0.563388","0.563388","0","0.563388"
"1","347","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""179835627""","0.578689","0.578689","0.578689","0","0.578689"
"1","348","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""288556167""","0.555191","0.555191","0.555191","0","0.555191"
"1","349","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""-747495223""","0.563934","0.563934","0.563934","0","0.563934"
"1","350","350","0.445","0.7250000000000001","0.985","1","0","0.1","3","1.05","0.1","0","false","100","105","true","false","""1106471654""","0.561749","0.561749","0.561749","0","0.561749"
